driver_id,lap,position,time_ms
kimi-antonelli,1,1,82525
lewis-hamilton,1,2,84337
charles-leclerc,1,3,85514
isack-hadjar,1,4,86741
george-russell,1,5,87676
oscar-piastri,1,6,89360
pierre-gasly,1,7,90105
lando-norris,1,8,90629
liam-lawson,1,9,91318
alexander-albon,1,10,92115
carlos-sainz-jr,1,11,93309
nico-hulkenberg,1,12,93750
franco-colapinto,1,13,94728
sergio-perez,1,14,95173
arvid-lindblad,1,15,95957
esteban-ocon,1,16,96563
fernando-alonso,1,17,97265
lance-stroll,1,18,99197
valtteri-bottas,1,19,118143
gabriel-bortoleto,1,20,118809
oliver-bearman,1,21,122780
kimi-antonelli,2,1,77653
lewis-hamilton,2,2,78745
charles-leclerc,2,3,78553
isack-hadjar,2,4,79178
george-russell,2,5,80026
oscar-piastri,2,6,80454
pierre-gasly,2,7,80715
lando-norris,2,8,80684
liam-lawson,2,9,80669
alexander-albon,2,10,81060
carlos-sainz-jr,2,11,81138
nico-hulkenberg,2,12,81223
franco-colapinto,2,13,81158
sergio-perez,2,14,81504
arvid-lindblad,2,15,81402
esteban-ocon,2,16,81663
fernando-alonso,2,17,82343
lance-stroll,2,18,82082
valtteri-bottas,2,19,84133
gabriel-bortoleto,2,20,84797
oliver-bearman,2,21,83665
kimi-antonelli,3,1,76996
lewis-hamilton,3,2,77678
charles-leclerc,3,3,77793
isack-hadjar,3,4,78140
george-russell,3,5,78411
oscar-piastri,3,6,79776
pierre-gasly,3,7,80073
lando-norris,3,8,80195
liam-lawson,3,9,80394
alexander-albon,3,10,80341
carlos-sainz-jr,3,11,80513
nico-hulkenberg,3,12,80535
franco-colapinto,3,13,80483
sergio-perez,3,14,80479
arvid-lindblad,3,15,80628
esteban-ocon,3,16,80587
lance-stroll,3,17,81900
fernando-alonso,3,18,99049
valtteri-bottas,3,19,81753
gabriel-bortoleto,3,20,81267
oliver-bearman,3,21,79274
kimi-antonelli,4,1,77048
lewis-hamilton,4,2,77078
charles-leclerc,4,3,77470
isack-hadjar,4,4,77551
george-russell,4,5,78097
oscar-piastri,4,6,78886
pierre-gasly,4,7,79124
lando-norris,4,8,79491
liam-lawson,4,9,79683
alexander-albon,4,10,79888
carlos-sainz-jr,4,11,80153
nico-hulkenberg,4,12,80016
franco-colapinto,4,13,80159
arvid-lindblad,4,14,80116
esteban-ocon,4,15,80237
sergio-perez,4,16,100066
lance-stroll,4,17,98509
fernando-alonso,4,18,83312
valtteri-bottas,4,19,81609
gabriel-bortoleto,4,20,81687
oliver-bearman,4,21,81021
kimi-antonelli,5,1,76661
lewis-hamilton,5,2,77058
charles-leclerc,5,3,77655
isack-hadjar,5,4,77402
george-russell,5,5,77598
oscar-piastri,5,6,78072
pierre-gasly,5,7,79092
lando-norris,5,8,78988
liam-lawson,5,9,79307
alexander-albon,5,10,79662
carlos-sainz-jr,5,11,79896
nico-hulkenberg,5,12,80179
franco-colapinto,5,13,80084
arvid-lindblad,5,14,79419
esteban-ocon,5,15,79445
sergio-perez,5,16,82032
fernando-alonso,5,17,80326
lance-stroll,5,18,84018
valtteri-bottas,5,19,81912
gabriel-bortoleto,5,20,81680
oliver-bearman,5,21,81826
kimi-antonelli,6,1,76723
lewis-hamilton,6,2,76700
charles-leclerc,6,3,77740
isack-hadjar,6,4,77606
george-russell,6,5,77257
oscar-piastri,6,6,78238
pierre-gasly,6,7,78305
lando-norris,6,8,78233
liam-lawson,6,9,79546
alexander-albon,6,10,79374
carlos-sainz-jr,6,11,79699
nico-hulkenberg,6,12,79709
franco-colapinto,6,13,79890
arvid-lindblad,6,14,79714
esteban-ocon,6,15,79582
sergio-perez,6,16,79524
fernando-alonso,6,17,79772
lance-stroll,6,18,79755
valtteri-bottas,6,19,81293
gabriel-bortoleto,6,20,81412
oliver-bearman,6,21,81510
kimi-antonelli,7,1,76050
lewis-hamilton,7,2,76587
charles-leclerc,7,3,77338
isack-hadjar,7,4,77428
george-russell,7,5,77155
oscar-piastri,7,6,77573
pierre-gasly,7,7,78580
lando-norris,7,8,78243
liam-lawson,7,9,79053
alexander-albon,7,10,78947
carlos-sainz-jr,7,11,79364
nico-hulkenberg,7,12,79182
franco-colapinto,7,13,79427
arvid-lindblad,7,14,79709
esteban-ocon,7,15,79707
sergio-perez,7,16,77890
fernando-alonso,7,17,79160
lance-stroll,7,18,79602
valtteri-bottas,7,19,81137
gabriel-bortoleto,7,20,81109
oliver-bearman,7,21,81010
kimi-antonelli,8,1,76284
lewis-hamilton,8,2,77005
charles-leclerc,8,3,76909
isack-hadjar,8,4,77689
george-russell,8,5,77188
oscar-piastri,8,6,77187
pierre-gasly,8,7,77946
lando-norris,8,8,78079
liam-lawson,8,9,78861
alexander-albon,8,10,78742
carlos-sainz-jr,8,11,79122
nico-hulkenberg,8,12,79781
franco-colapinto,8,13,79631
arvid-lindblad,8,14,79197
esteban-ocon,8,15,79322
sergio-perez,8,16,78694
fernando-alonso,8,17,79213
lance-stroll,8,18,79176
valtteri-bottas,8,19,80494
gabriel-bortoleto,8,20,80555
oliver-bearman,8,21,80485
kimi-antonelli,9,1,76298
lewis-hamilton,9,2,76641
charles-leclerc,9,3,77188
isack-hadjar,9,4,77316
george-russell,9,5,77352
oscar-piastri,9,6,77194
pierre-gasly,9,7,78130
lando-norris,9,8,78059
liam-lawson,9,9,78481
alexander-albon,9,10,78647
carlos-sainz-jr,9,11,79068
nico-hulkenberg,9,12,79373
franco-colapinto,9,13,78824
arvid-lindblad,9,14,79162
esteban-ocon,9,15,97260
fernando-alonso,9,16,79431
lance-stroll,9,17,79144
sergio-perez,9,18,91503
valtteri-bottas,9,19,80913
gabriel-bortoleto,9,20,80673
