driver_id,lap,position,time_ms
max-verstappen,1,1,91677
oscar-piastri,1,2,92906
lando-norris,1,3,93952
charles-leclerc,1,4,94624
fernando-alonso,1,5,94980
george-russell,1,6,95453
gabriel-bortoleto,1,7,95941
isack-hadjar,1,8,96661
esteban-ocon,1,9,97070
yuki-tsunoda,1,10,97567
liam-lawson,1,11,98029
oliver-bearman,1,12,98391
carlos-sainz-jr,1,13,99010
lewis-hamilton,1,14,99335
alexander-albon,1,15,99757
lance-stroll,1,16,100310
kimi-antonelli,1,17,100726
nico-hulkenberg,1,18,100987
pierre-gasly,1,19,101281
franco-colapinto,1,20,101677
max-verstappen,2,1,89117
oscar-piastri,2,2,89814
lando-norris,2,3,89893
charles-leclerc,2,4,90087
fernando-alonso,2,5,90396
george-russell,2,6,90629
gabriel-bortoleto,2,7,90656
isack-hadjar,2,8,90440
esteban-ocon,2,9,90504
yuki-tsunoda,2,10,90688
liam-lawson,2,11,90799
oliver-bearman,2,12,91021
lewis-hamilton,2,13,90853
carlos-sainz-jr,2,14,91984
alexander-albon,2,15,91710
lance-stroll,2,16,91582
kimi-antonelli,2,17,91715
nico-hulkenberg,2,18,91813
pierre-gasly,2,19,92010
franco-colapinto,2,20,92070
max-verstappen,3,1,89555
oscar-piastri,3,2,89525
lando-norris,3,3,89860
charles-leclerc,3,4,89681
fernando-alonso,3,5,90059
george-russell,3,6,90067
gabriel-bortoleto,3,7,90137
isack-hadjar,3,8,90211
esteban-ocon,3,9,90306
yuki-tsunoda,3,10,90383
liam-lawson,3,11,90466
oliver-bearman,3,12,90467
lewis-hamilton,3,13,90113
carlos-sainz-jr,3,14,90119
alexander-albon,3,15,90224
lance-stroll,3,16,90319
kimi-antonelli,3,17,90492
nico-hulkenberg,3,18,90515
pierre-gasly,3,19,90864
franco-colapinto,3,20,91303
max-verstappen,4,1,89563
oscar-piastri,4,2,89926
lando-norris,4,3,89841
charles-leclerc,4,4,89943
george-russell,4,5,89337
fernando-alonso,4,6,90896
gabriel-bortoleto,4,7,90222
isack-hadjar,4,8,90237
esteban-ocon,4,9,90500
yuki-tsunoda,4,10,90521
liam-lawson,4,11,90661
oliver-bearman,4,12,90741
lewis-hamilton,4,13,90883
carlos-sainz-jr,4,14,90829
alexander-albon,4,15,90874
lance-stroll,4,16,90773
kimi-antonelli,4,17,90524
nico-hulkenberg,4,18,90573
pierre-gasly,4,19,90669
franco-colapinto,4,20,90845
max-verstappen,5,1,89695
oscar-piastri,5,2,89758
lando-norris,5,3,89818
charles-leclerc,5,4,90062
george-russell,5,5,89989
fernando-alonso,5,6,90196
gabriel-bortoleto,5,7,90186
isack-hadjar,5,8,90261
esteban-ocon,5,9,90163
yuki-tsunoda,5,10,90323
liam-lawson,5,11,90219
oliver-bearman,5,12,90190
lewis-hamilton,5,13,90229
carlos-sainz-jr,5,14,90224
alexander-albon,5,15,90314
